@relation DATASET_BW

@attribute New-Identifiers-words-AVG numeric
@attribute New-Identifiers-words-MIN numeric
@attribute New-Abstractness-words-AVG numeric
@attribute New-Abstractness-words-MAX numeric
@attribute New-Abstractness-words-MIN numeric
@attribute New-Commented-words-AVG numeric
@attribute New-Commented-words-MAX numeric
@attribute New-Synonym-commented-words-AVG numeric
@attribute New-Synonym-commented-words-MAX numeric
@attribute New-Comments-readability numeric
@attribute New-Number-of-senses-AVG numeric
@attribute New-Number-of-senses-MAX numeric
@attribute New-Semantic-Text-Coherence-Standard-@-0.1 numeric
@attribute New-Semantic-Text-Coherence-Normalized-@-0.3 numeric
@attribute New-Text-Coherence-AVG numeric
@attribute New-Text-Coherence-MIN numeric
@attribute New-Text-Coherence-MAX numeric
@attribute BW-Avg-Assignment numeric
@attribute BW-Avg-blank-lines numeric
@attribute BW-Avg-commas numeric
@attribute BW-Avg-comments numeric
@attribute BW-Avg-comparisons numeric
@attribute BW-Avg-Identifiers-Length numeric
@attribute BW-Avg-conditionals numeric
@attribute BW-Avg-indentation-length numeric
@attribute BW-Avg-keywords numeric
@attribute BW-Avg-line-length numeric
@attribute BW-Avg-loops numeric
@attribute BW-Avg-number-of-identifiers numeric
@attribute BW-Avg-numbers numeric
@attribute BW-Avg-operators numeric
@attribute BW-Avg-parenthesis numeric
@attribute BW-Avg-periods numeric
@attribute BW-Avg-spaces numeric
@attribute BW-Max-Identifiers-Length numeric
@attribute BW-Max-indentation numeric
@attribute BW-Max-keywords numeric
@attribute BW-Max-line-length numeric
@attribute BW-Max-number-of-identifiers numeric
@attribute BW-Max-numbers numeric
@attribute BW-Max-char numeric
@attribute BW-Max-words numeric
@attribute Posnett-entropy numeric
@attribute Posnett-volume numeric
@attribute Posnett-lines numeric
@attribute Dorn-DFT-Assignments numeric
@attribute Dorn-DFT-Commas numeric
@attribute Dorn-DFT-Comments numeric
@attribute Dorn-DFT-Comparisons numeric
@attribute Dorn-DFT-Conditionals numeric
@attribute Dorn-DFT-Indentations numeric
@attribute Dorn-DFT-Keywords numeric
@attribute Dorn-DFT-LineLengths numeric
@attribute Dorn-DFT-Loops numeric
@attribute Dorn-DFT-Identifiers numeric
@attribute Dorn-DFT-Numbers numeric
@attribute Dorn-DFT-Operators numeric
@attribute Dorn-DFT-Parenthesis numeric
@attribute Dorn-DFT-Periods numeric
@attribute Dorn-DFT-Spaces numeric
@attribute Dorn-Visual-X-Comments numeric
@attribute Dorn-Visual-Y-Comments numeric
@attribute Dorn-Visual-X-Identifiers numeric
@attribute Dorn-Visual-Y-Identifiers numeric
@attribute Dorn-Visual-X-Keywords numeric
@attribute Dorn-Visual-Y-Keywords numeric
@attribute Dorn-Visual-X-Numbers numeric
@attribute Dorn-Visual-Y-Numbers numeric
@attribute Dorn-Visual-X-Strings numeric
@attribute Dorn-Visual-Y-Strings numeric
@attribute Dorn-Visual-X-Literals numeric
@attribute Dorn-Visual-Y-Literals numeric
@attribute Dorn-Visual-X-Operators numeric
@attribute Dorn-Visual-Y-Operators numeric
@attribute Dorn-Areas-Comments numeric
@attribute Dorn-Areas-Identifiers numeric
@attribute Dorn-Areas-Keywords numeric
@attribute Dorn-Areas-Numbers numeric
@attribute Dorn-Areas-Strings numeric
@attribute Dorn-Areas-Literals numeric
@attribute Dorn-Areas-Operators numeric
@attribute Dorn-Areas-Identifiers/Comments numeric
@attribute Dorn-Areas-Keywords/Comments numeric
@attribute Dorn-Areas-Numbers/Comments numeric
@attribute Dorn-Areas-Strings/Comments numeric
@attribute Dorn-Areas-Literals/Comments numeric
@attribute Dorn-Areas-Operators/Comments numeric
@attribute Dorn-Areas-Keywords/Identifiers numeric
@attribute Dorn-Areas-Numbers/Identifiers numeric
@attribute Dorn-Areas-Strings/Identifiers numeric
@attribute Dorn-Areas-Literals/Identifiers numeric
@attribute Dorn-Areas-Operators/Identifiers numeric
@attribute Dorn-Areas-Numbers/Keywords numeric
@attribute Dorn-Areas-Strings/Keywords numeric
@attribute Dorn-Areas-Literals/Keywords numeric
@attribute Dorn-Areas-Operators/Keywords numeric
@attribute Dorn-Areas-Strings/Numbers numeric
@attribute Dorn-Areas-Literals/Numbers numeric
@attribute Dorn-Areas-Operators/Numbers numeric
@attribute Dorn-Areas-Literals/Strings numeric
@attribute Dorn-Areas-Operators/Strings numeric
@attribute Dorn-Areas-Operators/Literals numeric
@attribute Dorn-align-blocks numeric
@attribute Dorn-align-extent numeric
@attribute Readable {0,1}

@data
0.727273,0,4.857143,6,0,0.136364,2,3.869565,8,100,7.590909,37,4,1,0,1,0,0.6,0,0,0.375,0,6.25,0,3.2,0.2,31.2,0,3,0.2,0.2,1,1,5.4,11,4,1,48,5,1,43,7,4.611328,158.45715,7,5,1,8,1,1,1,5,5,1,5,5,5,4,5,1,8.625,6.928571,68.875,6.728571,69,6.9,0,0,0,0,0,0,68.875,6.7,0.337607,0.431624,0.025641,0,0,0,0.089744,1.278481,0.075949,0,0,0,0.265823,0.059406,0,0,0,0.207921,0,0,0,3.5,?,?,?,?,?,?,3,4,1
0.75,0,4.944444,9,0,1.4,3,3.090909,10,100,4.7,17,4,1,0,1,0,0.6,0,0.4,0.545455,0,8.846154,0,0,0.4,29.2,0,2.4,0,0,0.4,0,2,19,0,2,79,6,0,46,5,4.638531,100,10,5,5,11,1,1,1,5,9,1,5,1,1,5,1,5,114.818182,9.939655,115,9.87069,115,10,0,0,0,0,0,0,114.909091,9.844828,0.621103,0.275779,0.021583,0,0,0,0.026379,0.444015,0.034749,0,0,0,0.042471,0.078261,0,0,0,0.095652,0,0,0,1.222222,?,?,?,?,?,?,17,22,1
0.904762,0,4.631579,9,2,0,0,0.607143,3,0,9.47619,41,6,1,0,1,0,0,0.333333,0,0.142857,0,10.916667,0,14,1,44.833333,0,2,0,0,0.333333,0.5,15.5,22,16,1,50,2,0,93,6,3.778576,128.92739,9,1,1,8,1,1,7,7,7,1,7,1,1,7,7,7,0,0,49.9,8.176471,49.9,6.823529,0,0,0,0,0,0,49.8,8.137255,0,0.486989,0.111524,0,0,0,0.055762,?,?,?,?,?,?,0.229008,0,0,0,0.114504,0,0,0,0.5,?,?,?,?,?,?,10,10,1
0.924242,0,5.241935,9,0,0.136364,1,1.19403,5,100,10.106061,37,5,0.8,0,1,0,0,0,1,0.416667,0,10.785714,0,9.142857,0.142857,61.142857,0,3.571429,0.571429,0,1.428571,1.285714,10.428571,22,16,1,119,8,2,107,6,4.963687,293.4376,11,1,7,12,1,1,1,7,11,1,7,6,1,7,7,1,119,10.866667,118.916667,10.766667,119,10.816667,118.833333,10.775,119,10.908333,119,11,118.833333,10.808333,0.250877,0.514035,0.008772,0.003509,0.024561,0.005263,0.064912,2.048951,0.034965,0.013986,0.097902,0.020979,0.258741,0.017065,0.006826,0.047782,0.010239,0.12628,0.4,2.8,0.6,7.4,7,1.5,18.5,0.214286,2.642857,12.333333,7,10,0
0.916667,0,4.136364,10,0,0,0,2.107143,6,0,12.916667,37,6,1,?,?,?,0.5,0,0.833333,0.142857,0.166667,5.8,0.166667,0,0.666667,30.5,0,3.333333,0,0.166667,1,0.5,3.833333,16,0,2,50,6,0,25,4,4.732229,229.248125,6,6,5,7,6,6,1,6,1,1,1,1,6,1,6,1,55,5.892857,55,5.767857,55,5.821429,0,0,0,0,0,0,54.571429,5.75,0.064815,0.537037,0.064815,0,0,0,0.125,8.285714,1,0,0,0,1.928571,0.12069,0,0,0,0.232759,0,0,0,1.928571,?,?,?,?,?,?,0,0,0
0.765957,0,3.72973,10,0,0,0,1.473684,5,0,8.787234,37,5,0.833333,?,?,?,0.111111,0,0.444444,0.1,0.111111,8.392857,0.222222,4.888889,1,42,0.111111,3.111111,0,0,1.666667,1.111111,5.222222,30,8,2,97,7,0,59,4,4.895837,432.360309,9,9,9,10,9,9,1,7,6,9,8,1,1,8,8,8,0,0,97,8.785714,96.8,8.632653,0,0,0,0,0,0,96.9,8.785714,0,0.642077,0.081967,0,0,0,0.147541,?,?,?,?,?,?,0.12766,0,0,0,0.229787,0,0,0,1.8,?,?,?,?,?,?,1,1,0
0.944444,0,4.941176,9,0,0,0,2.52,6,0,6.444444,37,5,1,0,1,0,0.166667,0,0,0.142857,0.5,7.75,0.166667,0,1.166667,32.666667,0,2.666667,0,0,1,0.833333,2,17,0,2,61,5,0,24,2,4.613599,220.920667,6,6,1,7,6,6,1,1,6,1,6,1,1,6,6,6,0,0,61.857143,5.714286,62,5.777778,0,0,0,0,0,0,62,5.825397,0,0.593301,0.167464,0,0,0,0.119617,?,?,?,?,?,?,0.282258,0,0,0,0.201613,0,0,0,0.714286,?,?,?,?,?,?,7,8,0
0.714286,0,4.75,12,0,0.142857,1,1.909091,4,0,6.428571,37,4,1,0,1,0,0.4,0.2,0,0.2,0,4.555556,0,20.5,0,49.5,0,4.5,0.75,0,0.6,1.25,22.25,14,46,0,62,7,2,89,2,3.811804,189.989602,5,5,1,6,1,1,5,1,5,1,5,5,1,5,5,5,0,0,61.833333,4.809524,0,0,62,5,0,0,0,0,61.666667,4.904762,0,0.424242,0,0.005051,0,0,0.121212,?,?,?,?,?,?,0,0.011905,0,0,0.285714,?,?,?,?,0,0,24,?,?,?,14,14,0
0.904762,0,4.842105,8,0,0.809524,3,4.860465,11,100,10.428571,37,4,1,0,1,0,0.333333,0.090909,0.166667,0.545455,0,8.695652,0,6.4,0.2,56.4,0,4.4,0,0,1.5,1,8.8,20,8,1,92,8,0,100,9,4.434835,227.431013,11,6,6,12,1,1,5,6,8,1,5,1,1,5,6,1,92,10.860215,92,10.860215,92,11,0,0,92,11,0,0,91.5,10.741935,0.395699,0.425806,0.015054,0,0.008602,0,0.060215,1.076087,0.038043,0,0.021739,0,0.152174,0.035354,0,0.020202,0,0.141414,0,0.571429,0,4,?,?,?,0,7,?,10,14,0
0.421053,0,7.8,12,3,0.052632,1,1.083333,4,0,1.578947,6,5,1,?,?,?,0.333333,0,0,0.142857,0.166667,5,0,7,0.666667,25.5,0,2,0.166667,0.166667,1,0,8.333333,16,8,1,45,4,1,50,3,4.029302,158.45715,6,5,1,7,6,1,1,5,1,1,6,6,6,6,1,1,0,0,45,5.608696,45,5.369565,0,0,0,0,0,0,44.857143,5.717391,0,0.398693,0.124183,0,0,0,0.150327,?,?,?,?,?,?,0.311475,0,0,0,0.377049,0,0,0,1.210526,?,?,?,?,?,?,0,0,0
0.821429,0,4.692308,8,0,0,0,1.647059,5,0,6.714286,18,6,1,0.845154,1,0.845154,0.5,0,0.166667,0.142857,0.333333,7.555556,0.333333,5,0.833333,39.166667,0,3,0,0,1.5,0.333333,7.833333,19,8,3,62,5,0,47,3,4.444077,215.493238,6,6,6,7,6,6,1,6,1,1,1,1,1,1,6,1,0,0,61.714286,5.698413,62,5.825397,0,0,0,0,0,0,62,5.666667,0,0.578723,0.110638,0,0,0,0.110638,?,?,?,?,?,?,0.191176,0,0,0,0.191176,0,0,0,1,?,?,?,?,?,?,5,5,0
0.631579,0,6.8125,10,2,0,0,1.590909,4,0,7,45,4,1,0,1,0,0.5,0,0.5,0.2,0.5,9.181818,0,0,0.75,35.5,0,2.75,0,0,0.75,0,2.25,28,0,2,82,6,0,17,2,4.604632,138.24238,4,4,4,5,4,1,1,4,4,1,4,1,1,4,1,4,0,0,84,3.882353,84,3.976471,0,0,0,0,0,0,83.8,3.847059,0,0.660131,0.098039,0,0,0,0.111111,?,?,?,?,?,?,0.148515,0,0,0,0.168317,0,0,0,1.133333,?,?,?,?,?,?,12,12,1
0.923077,0,1.666667,7,0,0,0,1.875,4,0,7.615385,21,4,1,0,1,0,0.6,0.2,0,0.2,0,5.454545,0,11,0.5,33.5,0,2.75,0,0,0.4,0.75,13.5,16,12,1,43,3,0,54,4,3.539177,92.510993,5,5,1,6,1,1,1,4,1,1,1,1,1,5,5,1,0,0,43,4.636364,43,4.454545,0,0,0,0,0,0,42.5,4.818182,0,0.447761,0.059701,0,0,0,0.089552,?,?,?,?,?,?,0.133333,0,0,0,0.2,0,0,0,1.5,?,?,?,?,?,?,9,10,1
0.823529,0,6.34375,10,5,0,0,1.05,4,0,6.558824,21,3,0.666667,?,?,?,0.75,0,0.5,0.2,0,8.894737,0,8,1.25,65.25,0,4.75,0,0,1.25,0.75,10,14,8,2,97,7,0,48,5,4.808925,197.654284,4,1,4,4,1,1,1,4,4,1,4,1,1,4,1,4,0,0,97,3.795918,97,3.581633,0,0,97,3.959184,0,0,97,3.734694,0,0.644269,0.083004,0,0.031621,0,0.083004,?,?,?,?,?,?,0.128834,0,0.04908,0,0.128834,0,0.380952,0,1,?,?,?,0,2.625,?,21,21,1
0.833333,0,5,11,0,0.444444,2,0.869565,2,100,9.055556,37,4,0.75,0,1,0,0.142857,0,0,0.416667,0.142857,9.666667,0.142857,1.142857,0.714286,25.571429,0,1.571429,0,0,0.714286,0.142857,3.428571,20,4,1,61,4,0,47,4,4.521122,118.536422,11,7,1,12,7,7,1,5,9,1,5,1,1,5,7,7,55,10.878378,73,10.851351,72.916667,10.837838,0,0,0,0,0,0,72.666667,10.689189,0.467606,0.326761,0.067606,0,0,0,0.039437,0.698795,0.144578,0,0,0,0.084337,0.206897,0,0,0,0.12069,0,0,0,0.583333,?,?,?,?,?,?,2,3,1
0.777778,0,4.217391,8,0,0.37037,1,1.129032,5,100,7.111111,21,4,1,0,1,0,0.6,0,0.2,0.545455,0,8.133333,0,5.2,0.8,40.2,0,2.8,0,0,1,0.6,8,22,6,3,95,5,0,73,5,4.548369,162.515745,10,5,5,11,1,1,1,5,10,1,4,1,1,4,5,1,95,9.916667,94.909091,9.729167,94.818182,9.947917,0,0,0,0,0,0,94.454545,9.854167,0.371069,0.383648,0.059748,0,0,0,0.059748,1.033898,0.161017,0,0,0,0.161017,0.155738,0,0,0,0.155738,0,0,0,1,?,?,?,?,?,?,20,26,1
0.8125,0,4.333333,9,0,1.5625,2,4.111111,8,100,6.6875,17,4,1,0,1,0,0.4,0,0.4,0.545455,0,7.153846,0,0,0.4,25.6,0,2.4,0,0,0.6,0,2.2,17,0,1,75,7,0,39,4,4.61716,101.579155,10,5,5,11,1,1,1,5,7,1,5,1,1,5,1,5,76,9.87013,75.818182,9.909091,76,9.935065,0,0,0,0,0,0,75.909091,9.896104,0.576803,0.291536,0.034483,0,0,0,0.037618,0.505435,0.059783,0,0,0,0.065217,0.11828,0,0,0,0.129032,0,0,0,1.090909,?,?,?,?,?,?,13,23,1
0.928571,0,2.384615,9,0,0,0,0.2,1,0,16.357143,45,4,1,0.392232,1,0.392232,0.1,0.3,0,0.125,0,9.375,0.142857,8.571429,0.714286,25.714286,0,1.142857,0,0,0.6,0.285714,9.714286,15,12,2,67,4,0,68,3,3.970224,123.189898,10,10,1,10,1,10,9,10,10,1,10,1,1,10,10,9,0,0,66.727273,9.941176,67,9.867647,0,0,0,0,0,0,67,9.647059,0,0.416667,0.116667,0,0,0,0.088889,?,?,?,?,?,?,0.28,0,0,0,0.213333,0,0,0,0.761905,?,?,?,?,?,?,0,0,1
0.941176,0,2.1875,8,0,0,0,0.227273,2,0,10.529412,45,6,1,0.597908,0.471405,0.774597,0.125,0.125,0,0.125,0,8.2,0.285714,13.142857,0.571429,31.285714,0,1.428571,0,0,1.125,0,14.571429,15,16,2,54,3,0,102,3,3.612218,145.947375,8,8,1,8,1,7,1,8,8,1,8,1,1,8,1,1,0,0,54,7.836364,54,7.654545,0,0,0,0,0,0,54,7.727273,0,0.374429,0.063927,0,0,0,0.09589,?,?,?,?,?,?,0.170732,0,0,0,0.256098,0,0,0,1.5,?,?,?,?,?,?,6,6,1
0.75,0,5.611111,10,0,0.05,1,0.807692,5,0,11.05,37,5,1,0,1,0,0.142857,0.142857,0,0.142857,0.142857,6,0.166667,0,1,24.833333,0,2,0.333333,0.285714,0.714286,0.333333,2.666667,11,0,2,54,4,1,17,5,4.645363,173.917833,7,7,1,8,7,7,5,6,6,1,7,6,6,7,6,6,0,0,55,6.767857,55,6.767857,0,0,55,7,0,0,54.875,6.696429,0,0.503145,0.188679,0,0.018868,0,0.119497,?,?,?,?,?,?,0.375,0,0.0375,0,0.2375,0,0.1,0,0.633333,?,?,?,0,6.333333,?,1,1,1
0.764706,0,4.931034,8,0,0.058824,1,1.055556,2,0,5.941176,15,3,1,0,1,0,0.2,0.2,1,0.2,0,5.909091,0,4,0.25,48.25,0,5,1,0,1.4,1.5,4.75,20,4,1,103,12,2,24,3,4.731291,231.890444,5,5,5,6,1,1,1,5,4,1,4,4,1,4,5,4,0,0,103,4.798077,103,5,0,0,103,4.951923,0,0,103,4.865385,0,0.603175,0.015873,0,0.137566,0,0.153439,?,?,?,?,?,?,0.026316,0,0.22807,0,0.254386,0,8.666667,0,9.666667,?,?,?,0,1.115385,?,2,2,0
0.923077,0,3.833333,8,0,0.192308,1,1.387097,3,100,8.692308,37,4,1,0.8044,1,0.8044,0.333333,0,0,0.142857,0,6.894737,0.166667,0,0.833333,33.833333,0,3.166667,0,0.166667,1.833333,1,2.333333,12,0,3,65,6,0,25,4,4.7335,244.422865,6,6,1,7,1,6,1,6,4,1,4,1,6,6,6,6,69,6,68.857143,5.771429,69,5.828571,0,0,69,5.942857,0,0,68.857143,5.742857,0.071429,0.483193,0.054622,0,0.134454,0,0.130252,6.764706,0.764706,0,1.882353,0,1.823529,0.113043,0,0.278261,0,0.269565,0,2.461538,0,2.384615,?,?,?,0,0.96875,?,4,4,0
0.681818,0,7.166667,12,0,0,0,1.869565,6,100,5.454545,15,3,0.666667,0,1,0,0,0.142857,1.75,0.25,0,7.0625,0,24,0,73.666667,0,5.333333,0,0,0.75,1,26.333333,15,48,0,93,6,0,128,4,3.741161,129.51539,7,1,3,8,1,1,4,1,5,1,3,1,1,1,1,4,79.875,6.950617,79.75,6.876543,0,0,0,0,80,6.938272,0,0,79.5,6.82716,0.419948,0.186352,0,0,0.125984,0,0.049869,0.44375,0,0,0.3,0,0.11875,0,0,0.676056,0,0.267606,?,?,?,?,?,?,?,0,0.395833,?,26,51,1
1,1,4.228571,10,0,0,0,0.342105,2,0,9.857143,37,6,1,?,?,?,0.25,0.25,0.25,0.142857,0.125,12.588235,0.333333,13.333333,0.333333,56.666667,0,3,0,0,1.125,0.666667,15.5,27,20,1,113,5,0,93,4,4.251963,209.593286,8,8,8,9,8,8,7,8,8,1,6,1,1,7,8,7,0,0,113,7.842105,112.444444,7.710526,0,0,0,0,0,0,113,7.745614,0,0.629412,0.011765,0,0,0,0.085294,?,?,?,?,?,?,0.018692,0,0,0,0.135514,0,0,0,7.25,?,?,?,?,?,?,0,0,0
0.888889,0,4.208333,10,0,0.518519,1,0.896552,3,100,11.555556,45,4,1,0,1,0,0.2,0,0.2,0.444444,0,5.9375,0,0,0.4,28.2,0,2.6,0.4,0,1.2,0.4,2.6,12,0,1,51,5,1,27,4,4.701118,143.061199,8,5,5,9,1,1,1,4,7,1,5,5,1,5,5,5,44.555556,7.955224,66,7.761194,66,7.80597,65.888889,7.656716,0,0,0,0,66,7.80597,0.359307,0.411255,0.051948,0.008658,0,0,0.077922,1.144578,0.144578,0.024096,0,0,0.216867,0.126316,0.021053,0,0,0.189474,0.166667,0,0,1.5,0,0,9,?,?,?,1,1,1
0.73913,0,4.529412,8,0,0,0,1.875,8,0,7.913043,37,3,1,?,?,?,0.6,0,0.2,0.166667,0,7.470588,0,6,0,38.2,0,3.4,0,0,1.2,0.8,5.8,13,6,0,82,7,0,41,4,4.288683,160,5,4,5,6,1,1,1,1,4,1,4,1,1,4,4,4,0,0,81.833333,4.843373,0,0,0,0,0,0,0,0,81.833333,4.819277,0,0.709497,0,0,0,0,0.128492,?,?,?,?,?,?,0,0,0,0,0.181102,?,?,?,?,?,?,?,?,?,?,6,6,1
0.967742,0,4.451613,10,0,0,0,1,4,0,10.580645,37,4,1,?,?,?,0.5,0,0.75,0.2,0,10.647059,0,0,0.5,55.25,0,4.25,0,0,1.25,1,2.25,24,0,1,65,5,0,24,4,4.80709,177.199052,4,4,4,5,1,1,1,3,1,1,1,1,1,3,4,1,0,0,68,3.695652,68,3.797101,0,0,0,0,0,0,68,3.73913,0,0.770213,0.038298,0,0,0,0.093617,?,?,?,?,?,?,0.049724,0,0,0,0.121547,0,0,0,2.444444,?,?,?,?,?,?,4,4,0
0.913043,0,2.857143,8,0,0,0,0.678571,4,0,8.304348,37,4,1,0,1,0,0.285714,0.428571,0,0.2,0,9.916667,0,7,1,50.5,0,3,0,0,0.857143,0.5,10,24,8,3,69,5,0,40,3,4.7824,144.429535,7,7,1,5,1,1,5,7,5,1,5,1,1,6,7,5,0,0,69,6.857143,69,6.928571,0,0,0,0,0,0,68.75,6.771429,0,0.589109,0.123762,0,0,0,0.089109,?,?,?,?,?,?,0.210084,0,0,0,0.151261,0,0,0,0.72,?,?,?,?,?,?,0,0,1
1,1,4.5,8,0,0,0,0.538462,2,0,7.8,37,3,1,?,?,?,0.25,0,0,0.2,0,11.666667,0,6.25,0.5,30.25,0,1.5,0,0,0.5,0.25,7,18,8,1,64,3,0,29,2,3.993052,58.810338,4,4,1,5,1,1,1,3,4,1,4,1,1,4,4,3,0,0,64,3.815385,64,3.815385,0,0,0,0,0,0,63.8,3.830769,0,0.583333,0.108333,0,0,0,0.075,?,?,?,?,?,?,0.185714,0,0,0,0.128571,0,0,0,0.692308,?,?,?,?,?,?,5,5,1
0.5,0,4.3,9,0,0,0,1,4,36.62,6.0625,29,4,1,?,?,?,0.4,0.166667,0,0.2,0,5.923077,0.5,0,1,31.25,0,3.25,0,0,1,0.75,3.5,10,0,2,53,5,0,14,2,4.821109,140,6,5,1,7,1,4,1,4,1,1,4,1,1,4,4,5,45,6,44.857143,5.565217,45,5.869565,0,0,45,6,0,0,45,5.5,0.04698,0.503356,0.080537,0,0.040268,0,0.120805,10.714286,1.714286,0,0.857143,0,2.571429,0.16,0,0.08,0,0.24,0,0.5,0,1.5,?,?,?,0,3,?,0,0,1
0.882353,0,4.4,8,0,0.058824,1,0.789474,4,0,8,18,4,1,0,1,0,0.4,0,0,0.166667,0.2,6.454545,0.2,4.8,0.2,24.8,0,2,0.2,0.2,1,0.4,5,13,6,1,46,4,1,29,3,4.305719,129.267675,5,5,1,6,5,5,1,5,5,1,5,5,5,5,5,1,0,0,45.833333,4.659574,46,5,0,0,46,5,0,0,46,4.893617,0,0.6,0.016667,0,0.016667,0,0.158333,?,?,?,?,?,?,0.027778,0,0.027778,0,0.263889,0,1,0,9.5,?,?,?,0,9.5,?,2,2,1
0.933333,0,4.551724,8,0,0.033333,1,3.3125,8,0,6.6,37,6,1,0,1,0,0.333333,0,0,0.142857,0.333333,8.95,0,0,0.333333,37.166667,0.166667,3.333333,0,0,1.166667,0.333333,1.833333,22,0,1,64,5,0,27,6,4.629184,208.973529,6,6,1,7,6,1,1,5,1,6,1,1,1,5,5,6,0,0,66,5.61194,66,5.925373,0,0,0,0,0,0,65.571429,5.716418,0,0.761702,0.038298,0,0,0,0.102128,?,?,?,?,?,?,0.050279,0,0,0,0.134078,0,0,0,2.666667,?,?,?,?,?,?,13,15,0
0.961538,0,5.84,12,0,0,0,0.285714,2,0,10.769231,37,4,1,?,?,?,0.6,0.2,0,0.2,0,7.357143,0,15,0.25,56,0.25,3.5,0,0,1.4,1,23.25,14,16,1,61,4,0,93,5,3.506523,155.323588,5,5,1,6,1,1,1,5,1,5,5,1,1,5,1,5,0,0,61,4.887097,61,5,0,0,0,0,0,0,60.833333,4.854839,0,0.459821,0.022321,0,0,0,0.102679,?,?,?,?,?,?,0.048544,0,0,0,0.223301,0,0,0,4.6,?,?,?,?,?,?,15,19,1
0.8,0,6.083333,10,0,0.04,1,3.166667,8,0,7.08,37,4,1,?,?,?,0.8,0.2,0,0.2,0.2,5.47619,0,9,1,53.75,0.25,5.25,0.25,0.4,0.6,1,14,12,12,2,60,6,1,56,4,4.169198,248.795908,5,1,1,6,5,1,1,5,1,5,1,5,5,5,1,1,0,0,60,4.688525,59.833333,4.803279,60,5,0,0,0,0,59.833333,4.786885,0,0.534884,0.055814,0.004651,0,0,0.144186,?,?,?,?,?,?,0.104348,0.008696,0,0,0.269565,0.083333,0,0,2.583333,0,0,31,?,?,?,3,3,0
0.666667,0,5.516129,10,0,0.051282,1,0.95,4,0,7.564103,37,3,1,0,1,0,0.333333,0.5,0.833333,0.25,0,8.181818,0,6,0,80,0,7,0.666667,0,1,2,10,23,6,0,116,9,1,30,4,4.69658,229.248125,6,6,6,5,1,1,4,1,4,1,4,6,1,4,6,4,0,0,116,5.82906,0,0,116,6,0,0,0,0,115.857143,5.888889,0,0.754167,0,0.004167,0,0,0.116667,?,?,?,?,?,?,0,0.005525,0,0,0.154696,?,?,?,?,0,0,28,?,?,?,0,0,0
0.818182,0,6.444444,9,3,0.363636,1,1.846154,5,100,7.363636,20,5,1,0.57735,1,0.57735,0.111111,0,0,0.357143,0.111111,6.529412,0.111111,3.777778,0.444444,22.333333,0,1.555556,0.222222,0,0.888889,0.333333,4.222222,13,6,2,48,5,2,66,6,4.452973,191.75556,13,9,1,14,9,9,1,9,10,1,7,9,1,8,9,7,48,12.897959,47.928571,12.755102,47.642857,12.734694,48,13,0,0,48,13,47.642857,12.77551,0.275472,0.418868,0.056604,0.007547,0,0.011321,0.086792,1.520548,0.205479,0.027397,0,0.041096,0.315068,0.135135,0.018018,0,0.027027,0.207207,0.133333,0,0.2,1.533333,0,1.5,11.5,?,?,7.666667,4,7,1
0.772727,0,3.722222,8,0,0.045455,1,1.2,3,0,12.181818,57,5,1,0,1,0,0.2,0,0,0.166667,0,7.8,0,0,0.6,31,0,3,0,0,1.2,0.4,1.4,22,0,2,53,4,0,20,3,4.552648,148.677463,5,5,1,6,1,1,1,5,1,1,1,1,1,4,5,5,0,0,55,4.75,55,4.946429,0,0,0,0,0,0,54.833333,4.821429,0,0.717791,0.079755,0,0,0,0.110429,?,?,?,?,?,?,0.111111,0,0,0,0.153846,0,0,0,1.384615,?,?,?,?,?,?,5,6,1
0.928571,0,5.678571,12,0,0,0,0.9,3,0,10.214286,38,4,1,0,1,0,0.2,0.2,0.4,0.2,0,6.555556,0,13,0.25,50,0,4.5,0,0,0.6,2,14.5,17,28,1,67,8,0,58,3,4.125815,166.797,5,5,5,6,1,1,5,5,5,1,5,1,1,4,5,5,0,0,67,4.794118,67,5,0,0,0,0,0,0,66.833333,4.779412,0,0.59,0.015,0,0,0,0.105,?,?,?,?,?,?,0.025424,0,0,0,0.177966,0,0,0,7,?,?,?,?,?,?,9,9,0
0.744681,0,5.444444,11,0,0.021277,1,0.941176,4,0,10.553191,40,5,1,0.301511,1,0.301511,0.142857,0,0.428571,0.125,0.285714,7.107143,0.142857,11.428571,0.571429,52.571429,0,4,0,0,2.142857,1.428571,14,18,16,2,99,11,0,98,6,4.361327,401.289901,7,7,7,8,7,7,1,7,6,1,6,1,1,6,7,1,0,0,98.875,6.82,99,6.69,0,0,0,0,0,0,98.875,6.8,0,0.540761,0.048913,0,0,0,0.144022,?,?,?,?,?,?,0.090452,0,0,0,0.266332,0,0,0,2.944444,?,?,?,?,?,?,7,7,0
0.823529,0,5.214286,7,0,0.823529,2,3.5,11,100,5.529412,37,5,0.833333,0,1,0,0.222222,0.090909,0,0.272727,0.111111,6.769231,0.25,0,0.875,19.75,0,1.375,0.125,0.111111,0.555556,0.125,2.375,15,0,2,50,3,1,25,3,4.780478,153.73111,11,8,1,12,9,9,1,7,8,1,7,9,9,8,9,7,4.416667,10.888889,53,10.907407,53,10.981481,53,11,53,10.796296,0,0,53,10.703704,0.262931,0.37931,0.094828,0.00431,0.034483,0,0.077586,1.442623,0.360656,0.016393,0.131148,0,0.295082,0.25,0.011364,0.090909,0,0.204545,0.045455,0.363636,0,0.818182,8,0,18,0,2.25,?,1,1,1
