@relation DATASET_DORN

@attribute New-Identifiers-words-AVG numeric
@attribute New-Identifiers-words-MIN numeric
@attribute New-Abstractness-words-AVG numeric
@attribute New-Abstractness-words-MAX numeric
@attribute New-Abstractness-words-MIN numeric
@attribute New-Commented-words-AVG numeric
@attribute New-Commented-words-MAX numeric
@attribute New-Synonym-commented-words-AVG numeric
@attribute New-Synonym-commented-words-MAX numeric
@attribute New-Comments-readability numeric
@attribute New-Number-of-senses-AVG numeric
@attribute New-Number-of-senses-MAX numeric
@attribute New-Semantic-Text-Coherence-Standard-@-0.1 numeric
@attribute New-Semantic-Text-Coherence-Normalized-@-0.3 numeric
@attribute New-Text-Coherence-AVG numeric
@attribute New-Text-Coherence-MIN numeric
@attribute New-Text-Coherence-MAX numeric
@attribute BW-Avg-Assignment numeric
@attribute BW-Avg-blank-lines numeric
@attribute BW-Avg-commas numeric
@attribute BW-Avg-comments numeric
@attribute BW-Avg-comparisons numeric
@attribute BW-Avg-Identifiers-Length numeric
@attribute BW-Avg-conditionals numeric
@attribute BW-Avg-indentation-length numeric
@attribute BW-Avg-keywords numeric
@attribute BW-Avg-line-length numeric
@attribute BW-Avg-loops numeric
@attribute BW-Avg-number-of-identifiers numeric
@attribute BW-Avg-numbers numeric
@attribute BW-Avg-operators numeric
@attribute BW-Avg-parenthesis numeric
@attribute BW-Avg-periods numeric
@attribute BW-Avg-spaces numeric
@attribute BW-Max-Identifiers-Length numeric
@attribute BW-Max-indentation numeric
@attribute BW-Max-keywords numeric
@attribute BW-Max-line-length numeric
@attribute BW-Max-number-of-identifiers numeric
@attribute BW-Max-numbers numeric
@attribute BW-Max-char numeric
@attribute BW-Max-words numeric
@attribute Posnett-entropy numeric
@attribute Posnett-volume numeric
@attribute Posnett-lines numeric
@attribute Dorn-DFT-Assignments numeric
@attribute Dorn-DFT-Commas numeric
@attribute Dorn-DFT-Comments numeric
@attribute Dorn-DFT-Comparisons numeric
@attribute Dorn-DFT-Conditionals numeric
@attribute Dorn-DFT-Indentations numeric
@attribute Dorn-DFT-Keywords numeric
@attribute Dorn-DFT-LineLengths numeric
@attribute Dorn-DFT-Loops numeric
@attribute Dorn-DFT-Identifiers numeric
@attribute Dorn-DFT-Numbers numeric
@attribute Dorn-DFT-Operators numeric
@attribute Dorn-DFT-Parenthesis numeric
@attribute Dorn-DFT-Periods numeric
@attribute Dorn-DFT-Spaces numeric
@attribute Dorn-Visual-X-Comments numeric
@attribute Dorn-Visual-Y-Comments numeric
@attribute Dorn-Visual-X-Identifiers numeric
@attribute Dorn-Visual-Y-Identifiers numeric
@attribute Dorn-Visual-X-Keywords numeric
@attribute Dorn-Visual-Y-Keywords numeric
@attribute Dorn-Visual-X-Numbers numeric
@attribute Dorn-Visual-Y-Numbers numeric
@attribute Dorn-Visual-X-Strings numeric
@attribute Dorn-Visual-Y-Strings numeric
@attribute Dorn-Visual-X-Literals numeric
@attribute Dorn-Visual-Y-Literals numeric
@attribute Dorn-Visual-X-Operators numeric
@attribute Dorn-Visual-Y-Operators numeric
@attribute Dorn-Areas-Comments numeric
@attribute Dorn-Areas-Identifiers numeric
@attribute Dorn-Areas-Keywords numeric
@attribute Dorn-Areas-Numbers numeric
@attribute Dorn-Areas-Strings numeric
@attribute Dorn-Areas-Literals numeric
@attribute Dorn-Areas-Operators numeric
@attribute Dorn-Areas-Identifiers/Comments numeric
@attribute Dorn-Areas-Keywords/Comments numeric
@attribute Dorn-Areas-Numbers/Comments numeric
@attribute Dorn-Areas-Strings/Comments numeric
@attribute Dorn-Areas-Literals/Comments numeric
@attribute Dorn-Areas-Operators/Comments numeric
@attribute Dorn-Areas-Keywords/Identifiers numeric
@attribute Dorn-Areas-Numbers/Identifiers numeric
@attribute Dorn-Areas-Strings/Identifiers numeric
@attribute Dorn-Areas-Literals/Identifiers numeric
@attribute Dorn-Areas-Operators/Identifiers numeric
@attribute Dorn-Areas-Numbers/Keywords numeric
@attribute Dorn-Areas-Strings/Keywords numeric
@attribute Dorn-Areas-Literals/Keywords numeric
@attribute Dorn-Areas-Operators/Keywords numeric
@attribute Dorn-Areas-Strings/Numbers numeric
@attribute Dorn-Areas-Literals/Numbers numeric
@attribute Dorn-Areas-Operators/Numbers numeric
@attribute Dorn-Areas-Literals/Strings numeric
@attribute Dorn-Areas-Operators/Strings numeric
@attribute Dorn-Areas-Operators/Literals numeric
@attribute Dorn-align-blocks numeric
@attribute Dorn-align-extent numeric
@attribute Readable {0,1}

@data
0.659574,0,4.324324,7,0,0.404255,2,1.115385,4,34.59,7.787234,37,6,1,0,1,0,0.333333,0.3,0.222222,0.142857,0,6.961538,0,6,0.666667,46.5,0,4.333333,0,0,0.888889,1.166667,8.333333,12,6,2,71,7,0,51,9,4.822578,272.32368,10,9,9,11,1,1,9,9,10,1,9,1,1,6,9,6,71,10,71,9.875,70.909091,9.847222,0,0,71,9.583333,0,0,70.818182,9.861111,0.081699,0.562092,0.039216,0,0.039216,0,0.107843,6.88,0.48,0,0.48,0,1.32,0.069767,0,0.069767,0,0.19186,0,1,0,2.75,?,?,?,0,2.75,?,9,14,1
0.892655,0,4.867089,10,0,0.00565,1,3.778378,19,0,6.99435,45,26,0.676471,0.613582,0.396059,0.843274,0.2,0.18,0.14,0.02381,0.04,8.989899,0.04878,0,0.195122,27.609756,0,2.390244,0.02439,0,0.8,0.756098,0.707317,23,0,1,77,4,2,121,19,4.813049,1422.25176,50,50,50,51,50,50,35,50,38,1,50,50,1,36,50,50,0,0,79,49.95,78.980392,49.8625,79,49.375,79,50,0,0,78.882353,49.7125,0,0.676809,0.024671,0.001645,0.089638,0,0.120066,?,?,?,?,?,?,0.036452,0.00243,0.132442,0,0.1774,0.066667,3.633333,0,4.866667,54.5,0,73,0,1.33945,?,71,247,1
0.771429,0,4.79562,11,0,0.377143,6,4.131868,19,0,5.468571,37,19,0.653846,0.550219,0.085126,0.959166,0.054054,0.08,0,0.029412,0.027027,8.451327,0.060606,0,0.212121,38.030303,0.030303,3.272727,0.454545,0.081081,1.216216,0.909091,0.727273,29,0,2,159,18,5,173,11,5.228694,1631.866733,50,37,1,51,37,37,31,37,50,37,37,37,37,37,37,37,0,0,162.960784,49.914634,162.862745,49.634146,163,49.939024,162.960784,49.865854,0,0,162.843137,49.79878,0,0.4356,0.012714,0.00387,0.375898,0,0.093422,?,?,?,?,?,?,0.029188,0.008883,0.862944,0,0.214467,0.304348,29.565217,0,7.347826,97.142857,0,24.142857,0,0.248529,?,78,90,0
0.982759,0,4.438596,11,0,0.017241,1,0.735294,2,100,10.931034,32,6,0.857143,0,1,0,0.125,0,0,0.272727,0,12.3,0,0,1.25,42.625,0,2.375,0,0,1,1,1.625,31,0,3,68,3,0,46,12,4.589404,254.187602,10,8,1,11,1,1,8,7,1,1,1,1,1,1,8,8,68,10,68,9.942029,67.909091,9.782609,0,0,0,0,0,0,67.909091,9.898551,0.1,0.630769,0.135897,0,0,0,0.071795,6.307692,1.358974,0,0,0,0.717949,0.215447,0,0,0,0.113821,0,0,0,0.528302,?,?,?,?,?,?,34,90,1
0.770833,0,5.470588,11,0,0.229167,8,2.052632,8,100,6.5625,45,13,0.846154,?,?,?,0,0.22449,0,0.564103,0,12.414634,0,0,1.058824,40.941176,0,2.352941,0,0,0.357143,0.823529,1.588235,32,0,2,74,6,0,189,18,5.019892,569.350415,49,1,1,50,1,1,28,21,49,1,28,1,1,28,28,19,74.42,49,75.88,48.896104,76,49,0,0,0,0,0,0,75.82,48.818182,0.571603,0.314442,0.05911,0,0,0,0.032297,0.550107,0.103412,0,0,0,0.056503,0.187984,0,0,0,0.102713,0,0,0,0.546392,?,?,?,?,?,?,48,67,1
0.893617,0,7.071429,10,2,1.106383,5,4.8,16,37.99,8.659574,21,12,0.631579,?,?,?,0,0.06,0.041667,0.543478,0,9.821429,0,0,0.380952,17.809524,0,1.333333,0.142857,0,0.125,0,1.619048,20,0,1,40,2,1,106,21,4.728156,272.32368,50,1,24,50,1,1,1,23,49,1,21,1,1,24,1,24,61.921569,49.079365,62,49.571429,62,49.571429,0,0,0,0,0,0,61.862745,49.68254,0.531551,0.294118,0.039572,0,0,0,0.026738,0.55332,0.074447,0,0,0,0.050302,0.134545,0,0,0,0.090909,0,0,0,0.675676,?,?,?,?,?,?,94,164,0
0.772152,0,5.409091,9,0,0.012658,1,2.218391,11,0,6.265823,37,14,0.866667,0.34318,0.089443,0.894427,0.2,0.166667,0.2,0.038462,0.2,7.686275,0.08,0,0.32,21.76,0,2.04,0,0,0.766667,0.28,1.44,28,0,1,83,6,0,43,6,4.924205,787.479713,30,30,30,31,30,29,1,30,26,1,26,1,1,29,29,29,0,0,86.903226,29.647727,86.870968,29.670455,0,0,0,0,0,0,86.935484,29.784091,0,0.604938,0.049383,0,0,0,0.12963,?,?,?,?,?,?,0.081633,0,0,0,0.214286,0,0,0,2.625,?,?,?,?,?,?,9,9,1
0.677419,0,5,10,0,0.048387,1,1.282051,4,100,7.016129,36,13,1,?,?,?,0.107143,0.2,0,0.12,0.035714,7.234043,0.090909,0.045455,0.727273,24.454545,0.045455,2.045455,0.181818,0.214286,0.607143,0.863636,1.454545,29,1,3,77,8,4,50,3,5.084379,710.262136,30,28,1,31,28,28,28,28,30,28,28,27,28,28,28,28,77,29.961538,76.967742,29.730769,76.903226,29.871795,77,29.74359,76.935484,29.897436,0,0,76.967742,29.679487,0.0626,0.492777,0.110754,0.011236,0.089888,0,0.109149,7.871795,1.769231,0.179487,1.435897,0,1.74359,0.224756,0.022801,0.18241,0,0.221498,0.101449,0.811594,0,0.985507,8,0,9.714286,0,1.214286,?,41,42,1
0.900433,0,4.134615,11,0,0.021645,1,0.383673,8,0,8.155844,45,28,0.75,0.265377,0.129099,0.387298,0.12,0.34,0.04,0.029412,0.04,13.377778,0.030303,0,0.424242,44.787879,0,2.727273,0.030303,0,0.92,0.787879,1.242424,38,0,3,140,7,1,128,26,5.07137,1614.457875,50,48,50,49,50,50,41,50,49,1,49,50,1,40,49,50,0,0,142,49.601399,142,49.811189,142,50,141.862745,49.377622,0,0,141.901961,49.762238,0,0.769728,0.046572,0.000647,0.011643,0,0.100906,?,?,?,?,?,?,0.060504,0.00084,0.015126,0,0.131092,0.013889,0.25,0,2.166667,18,0,156,0,8.666667,?,17,27,0
0.794118,0,4.477477,11,0,0.080882,1,3.046667,12,0,6.867647,37,21,0.714286,?,?,?,0.166667,0.18,0,0.025,0.041667,7.595506,0.076923,0.076923,0.358974,25.128205,0.051282,2.153846,0.333333,0.125,0.791667,0.435897,1.25641,29,3,2,83,15,5,118,6,5.012101,1234.540134,50,47,1,49,48,48,30,48,49,48,47,48,48,46,48,48,0,0,90.960784,49.847826,90.941176,49.826087,91,49.891304,91,49.663043,0,0,90.882353,49.771739,0,0.438925,0.048046,0.0057,0.223127,0,0.10342,?,?,?,?,?,?,0.109462,0.012987,0.508349,0,0.235622,0.118644,4.644068,0,2.152542,39.142857,0,18.142857,0,0.463504,?,18,26,0
0.969925,0,4.968992,9,0,0,0,0.577465,8,0,7.360902,37,18,0.473684,0.843274,1,0.843274,0.133333,0.166667,0.266667,0.038462,0,15.115385,0.16,0,0.36,37.8,0,2.08,0,0,0.733333,0.32,1.4,32,0,2,71,4,0,127,17,4.866835,637.154925,30,29,29,30,1,29,24,30,24,1,24,1,1,29,29,29,0,0,69.645161,29.287671,72,29.616438,0,0,72,29.630137,0,0,71.419355,29.493151,0,0.572854,0.03493,0,0.227545,0,0.072854,?,?,?,?,?,?,0.060976,0,0.397213,0,0.127178,0,6.514286,0,2.085714,?,?,?,0,0.320175,?,20,22,0
0.9375,0,4.1,7,2,0.03125,1,1.368421,3,100,8.4375,30,4,0.8,0,1,0,0.125,0.2,0,0.333333,0,8.6875,0,0,1,34.666667,0,2.5,0,0,1,0.666667,2.166667,21,0,3,58,4,0,33,9,4.570689,185.842908,10,8,1,11,1,1,8,8,7,1,6,1,1,7,8,8,58,10,57.909091,9.79661,58,9.881356,0,0,0,0,0,0,58,9.915254,0.15415,0.549407,0.130435,0,0,0,0.086957,3.564103,0.846154,0,0,0,0.564103,0.23741,0,0,0,0.158273,0,0,0,0.666667,?,?,?,?,?,?,22,23,1
0.5625,0,6.333333,11,0,0,0,3.75,6,0,2.4375,12,8,0.75,?,?,?,0,0.2,0,0.111111,0,6.325,0,0,1,43.625,0,5,0,0,0,4,1,21,0,1,60,6,0,35,8,4.3528,366.9534,10,1,1,11,1,1,1,1,10,1,10,1,1,1,10,1,0,0,60,9.737705,60,8,0,0,0,0,0,0,59.454545,9.868852,0,0.724928,0.137536,0,0,0,0.114613,?,?,?,?,?,?,0.189723,0,0,0,0.158103,0,0,0,0.833333,?,?,?,?,?,?,75,189,1
0.705882,0,4.816327,11,0,0.044118,1,1.357143,4,100,6.823529,36,13,1,?,?,?,0.107143,0.2,0,0.12,0.035714,8.347826,0.090909,0.045455,0.727273,26.363636,0.045455,2,0.227273,0.214286,0.607143,0.818182,1.454545,37,1,3,90,7,4,53,4,5.077078,698.806295,30,28,1,31,28,28,28,28,30,28,28,28,28,28,28,28,90,30,89.967742,29.78022,89.806452,29.89011,90,29.769231,89.967742,29.879121,0,0,89.935484,29.78022,0.058647,0.532331,0.103759,0.010526,0.078195,0,0.100752,9.076923,1.769231,0.179487,1.333333,0,1.717949,0.194915,0.019774,0.146893,0,0.189266,0.101449,0.753623,0,0.971014,7.428571,0,9.571429,0,1.288462,?,44,45,1
0.777778,0,4.946237,11,0,0.222222,2,3.175573,13,0,6.025641,37,16,0.6,?,?,?,0.152174,0.14,0.043478,0.025,0.043478,7.833333,0.102564,0,0.358974,23.051282,0.051282,1.846154,0.282051,0.086957,0.913043,0.487179,0.948718,29,0,2,69,7,5,99,6,5.140245,1334.806038,50,45,46,51,46,46,44,46,50,46,46,46,46,46,46,46,0,0,70.960784,49.958333,70.941176,49.25,70.921569,49.069444,70.921569,49.763889,0,0,70.921569,49.833333,0,0.457411,0.039182,0.015332,0.225724,0,0.125213,?,?,?,?,?,?,0.085661,0.03352,0.493482,0,0.273743,0.391304,5.76087,0,3.195652,14.722222,0,8.166667,0,0.554717,?,40,45,0
0.888268,0,5.025157,10,0,0.044693,1,6.82,37,0,9.502793,45,29,0.896552,0.310507,0.100504,0.816497,0.18,0.3,0.3,0.027778,0.42,8.763636,0.057143,0,0.6,37.828571,0.028571,3.142857,0,0,0.8,0.4,2.342857,22,0,3,69,7,0,135,19,5.191632,1812.586239,50,50,50,44,50,50,48,48,47,50,43,1,1,47,50,48,0,0,70.647059,49.589041,71.960784,49.712329,0,0,72,50,0,0,71.901961,49.630137,0,0.676197,0.079342,0,0.015726,0,0.116512,?,?,?,?,?,?,0.117336,0,0.023256,0,0.172304,0,0.198198,0,1.468468,?,?,?,0,7.409091,?,63,64,1
0.651515,0,5.386364,11,0,0.045455,1,1.292683,4,100,6.757576,36,13,1,?,?,?,0.107143,0.2,0,0.12,0.035714,7.695652,0.090909,0.045455,0.727273,24.909091,0.045455,2,0.136364,0.214286,0.607143,0.818182,1.454545,29,1,3,76,7,4,61,5,5.056097,698.806295,30,28,1,31,28,28,28,28,30,28,28,28,28,28,28,28,76,30,75.967742,29.753247,75.806452,29.909091,76,29.805195,75.967742,29.857143,0,0,75.935484,29.831169,0.061611,0.515008,0.109005,0.011058,0.075829,0,0.105845,8.358974,1.769231,0.179487,1.230769,0,1.717949,0.211656,0.021472,0.147239,0,0.205521,0.101449,0.695652,0,0.971014,6.857143,0,9.571429,0,1.395833,?,43,44,1
0.714286,0,5.3,8,0,0.071429,1,0.473684,2,0,6,37,3,1,?,?,?,0,0.222222,0,0.125,0,10.5,0,2.714286,0.714286,18.571429,0,0.714286,0.142857,0,0.555556,0,3.714286,23,4,2,48,3,1,26,3,4.565842,97.672265,9,1,1,10,1,1,9,8,8,1,9,9,1,8,1,8,0,0,48,9.836735,48,9.755102,0,0,0,0,0,0,48,9.795918,0,0.492308,0.2,0,0,0,0.107692,?,?,?,?,?,?,0.40625,0,0,0,0.21875,0,0,0,0.538462,?,?,?,?,?,?,0,0,1
0.833333,0,4.56,8,0,0.033333,1,0.901408,3,0,9.6,37,6,0.714286,0.858116,1,0.858116,0,0.1,0.4,0.1,0.2,8.971429,0,0,1.222222,47.111111,0,3.888889,0,0,0.6,2.111111,2,22,0,3,82,10,0,44,4,4.777451,428.7735,10,1,10,10,10,1,1,9,9,1,10,1,1,9,10,9,0,0,83,9.75,82.727273,9.416667,0,0,0,0,0,0,83,9.702381,0,0.716895,0.121005,0,0,0,0.089041,?,?,?,?,?,?,0.16879,0,0,0,0.124204,0,0,0,0.735849,?,?,?,?,?,?,10,10,0
0.733333,0,3.744681,11,0,0.266667,4,1.855072,7,0,6.216667,37,14,1,0.43737,0.093659,0.95119,0.074074,0.166667,0,0.043478,0.037037,7.045455,0.090909,0.136364,0.409091,21.227273,0.045455,2.045455,0.227273,0.074074,0.814815,0.454545,1.181818,29,3,2,63,11,5,59,3,4.986535,668.350997,30,27,1,31,27,27,1,27,30,27,27,27,27,26,27,27,0,0,71,29.791667,71,29.986111,71,29.75,70.870968,29.888889,0,0,70.870968,29.666667,0,0.341969,0.034974,0.009067,0.322539,0,0.09715,?,?,?,?,?,?,0.102273,0.026515,0.943182,0,0.284091,0.259259,9.222222,0,2.777778,35.571429,0,10.714286,0,0.301205,?,8,8,0
0.655172,0,5.5,10,0,0.517241,3,2.459459,14,97.875,7.137931,37,7,1,?,?,?,0,0.206897,0,0.583333,0,6.869565,0,0,0.8,25.4,0,2.3,0.2,0,0.25,1.1,1.3,19,0,2,61,6,1,85,10,4.825525,271.028588,29,1,1,16,1,1,16,13,27,1,16,1,1,16,16,13,80.233333,28.678571,82.933333,28.821429,82.866667,28.857143,0,0,0,0,0,0,83,28.797619,0.628986,0.242029,0.065217,0,0,0,0.037681,0.384793,0.103687,0,0,0,0.059908,0.269461,0,0,0,0.155689,0,0,0,0.577778,?,?,?,?,?,?,14,24,1
0.756757,0,3.758621,10,0,0.108108,1,2.020833,7,0,7.486486,20,12,0.916667,0.405081,0.433013,0.75,0.206897,0.266667,0,0.045455,0.034483,6.290323,0.142857,0,0.52381,16.428571,0.047619,1.380952,0.333333,0.068966,0.551724,0.238095,1.190476,16,0,2,45,5,4,35,5,4.714649,517.662473,30,29,1,31,29,28,21,29,28,29,28,29,29,29,28,28,0,0,61.935484,29.68254,61.935484,29.619048,62,29.761905,61.967742,29.84127,0,0,61.935484,29.873016,0,0.313402,0.090722,0.014433,0.189691,0,0.119588,?,?,?,?,?,?,0.289474,0.046053,0.605263,0,0.381579,0.159091,2.090909,0,1.318182,13.142857,0,8.285714,0,0.630435,?,12,12,0
0.909091,0,5.727273,10,0,0,0,0.933333,2,0,9.272727,19,3,1,0.447214,1,0.447214,0.1,0.1,0,0.1,0,6.777778,0.111111,0,0.444444,12.111111,0,1,0.111111,0,0.7,0.222222,0.777778,16,0,1,54,5,4,13,1,4.540692,129.267675,10,10,1,11,1,10,1,10,10,1,10,10,1,10,10,9,0,0,58,9.847458,58,9.881356,58,10,58,10,0,0,57.818182,9.881356,0,0.323741,0.107914,0.028777,0.143885,0,0.136691,?,?,?,?,?,?,0.333333,0.088889,0.444444,0,0.422222,0.266667,1.333333,0,1.266667,5,0,4.75,0,0.95,?,0,0,1
0.719298,0,4.738095,10,0,0.052632,1,1.164384,4,100,7.017544,36,13,1,?,?,?,0.074074,0.2,0,0.125,0.037037,7.219512,0.095238,0.047619,0.761905,22.952381,0.047619,1.857143,0.190476,0.222222,0.592593,0.809524,1.380952,29,1,3,58,6,4,48,3,5.121753,680.691041,30,27,1,31,27,27,27,27,30,27,27,27,27,27,27,27,58,30,57.903226,29.762712,57.83871,29.847458,58,29.762712,57.967742,29.932203,0,0,57.935484,29.847458,0.065436,0.478188,0.115772,0.011745,0.088926,0,0.110738,7.307692,1.769231,0.179487,1.358974,0,1.692308,0.242105,0.024561,0.185965,0,0.231579,0.101449,0.768116,0,0.956522,7.571429,0,9.428571,0,1.245283,?,43,44,1
0.80303,0,4.296296,11,0,0.090909,1,2.210526,6,0,6.348485,16,11,0.733333,0.451348,0.182574,1,0.214286,0.166667,0,0.041667,0.071429,7.06383,0.130435,0,0.434783,22.130435,0.086957,1.869565,0.26087,0.142857,0.928571,0.347826,1.304348,29,0,2,68,8,5,53,4,5.113196,713.138365,30,28,1,30,28,28,24,28,30,28,28,28,28,28,28,28,0,0,69.967742,29.690141,69.83871,29.901408,69.806452,29.211268,70,29.732394,0,0,69.83871,29.830986,0,0.417957,0.047988,0.01548,0.233746,0,0.131579,?,?,?,?,?,?,0.114815,0.037037,0.559259,0,0.314815,0.322581,4.870968,0,2.741935,15.1,0,8.5,0,0.562914,?,17,17,0
0.886364,0,5.488372,10,0,1.772727,4,3.401961,15,100,10.886364,45,17,0.789474,0.382606,0.25,0.75,0.151515,0.06,0.333333,0.375,0,9.272727,0,7.4,0.433333,26.533333,0,1.466667,0,0,0.363636,0.1,8.566667,20,19,3,76,6,0,462,19,4.270616,559.927747,50,33,33,51,1,1,33,33,50,1,33,1,1,33,33,33,78.980392,49.7125,78.901961,49.9125,78.941176,49.725,0,0,0,0,0,0,78.862745,49.8,0.447552,0.285315,0.046154,0,0,0,0.037762,0.6375,0.103125,0,0,0,0.084375,0.161765,0,0,0,0.132353,0,0,0,0.818182,?,?,?,?,?,?,43,74,1
0.830769,0,4.163636,9,0,0.1,1,3.03871,13,0,11.007692,45,19,0.708333,0,1,0,0.233333,0.1,0.3,0.035714,0.166667,6.314607,0.259259,10.37037,0.925926,41.185185,0.111111,3.814815,0.296296,0.133333,0.566667,0.444444,12.333333,14,20,5,109,12,2,357,14,4.199649,1077.976532,30,30,30,31,30,30,29,29,22,30,22,30,30,30,30,30,0,0,108.967742,29.772727,108.967742,29.672727,108.903226,29.790909,109,29.972727,0,0,108.903226,29.736364,0,0.476103,0.071691,0.005515,0.063419,0,0.084559,?,?,?,?,?,?,0.150579,0.011583,0.133205,0,0.177606,0.076923,0.884615,0,1.179487,11.5,0,15.333333,0,1.333333,?,20,22,1
0.75,0,5,10,0,0.125,1,2.029412,5,0,3.666667,15,6,0.857143,0,1,0,0.2,0.1,0.2,0.1,0.2,4.857143,0.111111,9.777778,1.111111,30,0,3.222222,0,0,0.2,0.666667,11.444444,14,16,2,66,9,0,103,4,3.787577,218.512149,10,10,10,11,10,10,1,1,6,1,6,1,1,10,10,1,0,0,65.818182,9.835821,65.727273,9.447761,0,0,0,0,0,0,65.727273,9.791045,0,0.377778,0.162963,0,0,0,0.077778,?,?,?,?,?,?,0.431373,0,0,0,0.205882,0,0,0,0.477273,?,?,?,?,?,?,3,3,1
0.623377,0,5.96,9,0,0.11039,1,3.57764,17,100,5.798701,45,29,0.966667,?,?,?,0.173913,0.285714,0.217391,0.111111,0,6.550459,0.03125,5.25,0.21875,33.78125,0,4.15625,0,0.108696,0.608696,1.09375,6.34375,22,12,1,81,10,0,236,10,4.649307,1368.797102,49,43,46,51,1,46,46,45,49,1,46,1,46,46,46,46,80.980392,49.878049,80.921569,49.890244,80.960784,49.902439,0,0,80.960784,49.865854,0,0,80.921569,49.926829,0.088061,0.563929,0.018628,0,0.059272,0,0.100762,6.403846,0.211538,0,0.673077,0,1.144231,0.033033,0,0.105105,0,0.178679,0,3.181818,0,5.409091,?,?,?,0,1.7,?,42,50,1
0.931559,0,5.008163,11,0,0.007605,1,17.508961,58,0,7.680608,45,36,0.7,0,1,0,0.16,0.08,0.34,0.021277,0,7.798817,0,10.521739,0.347826,47.086957,0,4.456522,0.021739,0,1.02,1.543478,9.782609,30,55,1,81,8,1,529,34,4.444874,2427.798046,50,50,50,47,1,1,49,48,45,1,45,50,1,40,48,50,0,0,80.960784,49.463415,80.823529,49.45122,81,50,81,49.853659,0,0,80.941176,49.54878,0,0.617633,0.031624,0.000479,0.017729,0,0.116914,?,?,?,?,?,?,0.051202,0.000776,0.028704,0,0.189294,0.015152,0.560606,0,3.69697,37,0,244,0,6.594595,?,59,94,1
0.56917,0,5.958549,10,0,0.118577,1,5.264286,29,0,4.905138,45,37,0.820513,?,?,?,0.24,0.1,0.18,0.021739,0.12,6.742857,0.2,10.644444,0.6,39.933333,0.022222,3.911111,0.266667,0.12,0.46,0.888889,11.933333,22,20,2,108,14,4,565,22,4.365459,1917.550795,50,49,49,51,50,50,50,49,50,50,30,50,50,49,50,50,0,0,107.980392,49.853211,107.803922,49.834862,107.784314,49.880734,107.980392,49.981651,0,0,107.921569,49.770642,0,0.522354,0.054895,0.002264,0.031692,0,0.088851,?,?,?,?,?,?,0.105092,0.004334,0.060672,0,0.170098,0.041237,0.57732,0,1.618557,14,0,39.25,0,2.803571,?,54,61,0
0.685484,0,5.031579,12,0,0.225806,2,4.025641,22,98.89,7.572581,57,27,0.818182,?,?,?,0.255319,0.14,0.106383,0.02439,0.042553,5.505155,0.1,10,0.8,31.55,0.1,3.125,0.15,0.170213,0.468085,0.15,12.175,19,40,3,117,12,2,510,9,4.226515,1202.83443,50,47,47,51,47,47,47,44,50,47,47,47,47,47,47,47,96.960784,49.908163,96.882353,49.704082,96.921569,49.561224,97,50,96.980392,49.826531,0,0,96.784314,49.785714,0.099857,0.307418,0.078459,0.000713,0.109843,0,0.066334,3.078571,0.785714,0.007143,1.1,0,0.664286,0.25522,0.00232,0.357309,0,0.215777,0.009091,1.4,0,0.845455,154,0,93,0,0.603896,?,23,31,1
0.555556,0,5.666667,9,0,0.583333,8,7.055556,12,77.575,4.972222,22,7,0.5,0,1,0,0,0.033333,0.26087,0.266667,0,4.09375,0,5.818182,0,16.363636,0,1.727273,0.5,0.173913,0.304348,0.227273,5.590909,15,12,0,39,6,9,261,11,4.556936,254.365425,30,1,23,31,1,1,1,1,28,1,21,23,23,21,23,21,90.967742,29.73913,90.967742,29.576087,0,0,0,0,91,29.76087,0,0,90.709677,29.423913,0.694542,0.090669,0,0,0.073063,0,0.036972,0.130545,0,0,0.105196,0,0.053232,0,0,0.805825,0,0.407767,?,?,?,?,?,?,?,0,0.506024,?,17,17,0
0.567568,0,5.52381,8,0,0.054054,1,0.702128,3,0,5.351351,30,7,1,?,?,?,0,0.3,1,0.125,0,7.551724,0,1.714286,1.428571,47.571429,0,4.428571,0.142857,0.6,0.4,0.857143,4.857143,12,8,3,77,9,2,34,10,4.696218,341.839545,10,1,10,9,1,1,10,8,10,1,10,10,10,10,10,10,0,0,76.909091,9.807692,76.909091,9.897436,0,0,0,0,0,0,76.909091,9.833333,0,0.66967,0.132132,0,0,0,0.096096,?,?,?,?,?,?,0.197309,0,0,0,0.143498,0,0,0,0.727273,?,?,?,?,?,?,20,20,0
0.72561,0,5.31405,10,0,0.054878,1,3.72381,19,33.575,5.853659,45,38,0.925,?,?,?,0.1875,0.16,0.333333,0.02439,0.041667,8.016807,0.05,3.575,1.15,37.75,0,3.425,0,0.020833,0.3125,0.9,5.925,20,19,2,72,8,0,245,18,4.673315,1704.897989,50,48,48,51,48,48,48,48,32,1,48,1,48,48,48,48,71.941176,49.986301,71.901961,49.890411,71.843137,49.972603,0,0,72,50,0,0,71.803922,49.945205,0.040051,0.58932,0.134139,0,0.020343,0,0.06548,14.714286,3.349206,0,0.507937,0,1.634921,0.227616,0,0.03452,0,0.111111,0,0.151659,0,0.488152,?,?,?,0,3.21875,?,95,171,1
